metric,labels,value,A,B,C
grpc_server_msg_sent_total,grpc_method=Communicate grpc_service=central.SensorService grpc_type=bidi_stream,2429,a,b,c
grpc_server_msg_sent_total,grpc_method=CountAlerts grpc_service=v1.AlertService grpc_type=unary,3,a,b,c
grpc_server_msg_sent_total,grpc_method=CountDiscoveredClusters grpc_service=v1.DiscoveredClustersService grpc_type=unary,2,a,b,c
grpc_server_msg_sent_total,grpc_method=CreateCloudSource grpc_service=v1.CloudSourcesService grpc_type=unary,1,a,b,c
grpc_server_msg_sent_total,grpc_method=CreateGroup grpc_service=v1.GroupService grpc_type=unary,6,a,b,c
grpc_server_msg_sent_total,grpc_method=CreateRole grpc_service=v1.RoleService grpc_type=unary,34,a,b,c
grpc_server_msg_sent_total,grpc_method=DeleteAuthProvider grpc_service=v1.AuthProviderService grpc_type=unary,4,a,b,c
grpc_server_msg_sent_total,grpc_method=DeleteCloudSource grpc_service=v1.CloudSourcesService grpc_type=unary,1,a,b,c
grpc_server_msg_sent_total,grpc_method=DeleteCluster grpc_service=v1.ClustersService grpc_type=unary,3,a,b,c
grpc_server_msg_sent_total,grpc_method=DeleteGroup grpc_service=v1.GroupService grpc_type=unary,3,a,b,c
grpc_server_msg_sent_total,grpc_method=DeleteImageIntegration grpc_service=v1.ImageIntegrationService grpc_type=unary,46,a,b,c
grpc_server_msg_sent_total,grpc_method=DeleteImages grpc_service=v1.ImageService grpc_type=unary,23,a,b,c
grpc_server_msg_sent_total,grpc_method=DeleteNotifier grpc_service=v1.NotifierService grpc_type=unary,11,a,b,c
grpc_server_msg_sent_total,grpc_method=DeletePermissionSet grpc_service=v1.RoleService grpc_type=unary,31,a,b,c
grpc_server_msg_sent_total,grpc_method=DeletePolicy grpc_service=v1.PolicyService grpc_type=unary,143,a,b,c
grpc_server_msg_sent_total,grpc_method=DeletePolicyCategory grpc_service=v1.PolicyCategoryService grpc_type=unary,1,a,b,c
grpc_server_msg_sent_total,grpc_method=DeleteProcessBaselines grpc_service=v1.ProcessBaselineService grpc_type=unary,1,a,b,c
grpc_server_msg_sent_total,grpc_method=DeleteRole grpc_service=v1.RoleService grpc_type=unary,34,a,b,c
grpc_server_msg_sent_total,grpc_method=DeleteSignatureIntegration grpc_service=v1.SignatureIntegrationService grpc_type=unary,6,a,b,c
grpc_server_msg_sent_total,grpc_method=DeleteSimpleAccessScope grpc_service=v1.RoleService grpc_type=unary,4,a,b,c
grpc_server_msg_sent_total,grpc_method=DetectBuildTime grpc_service=v1.DetectionService grpc_type=unary,12,a,b,c
grpc_server_msg_sent_total,grpc_method=DetectDeployTimeFromYAML grpc_service=v1.DetectionService grpc_type=unary,3,a,b,c
grpc_server_msg_sent_total,grpc_method=DryRunPolicy grpc_service=v1.PolicyService grpc_type=unary,1,a,b,c
grpc_server_msg_sent_total,grpc_method=ExchangeToken grpc_service=v1.AuthProviderService grpc_type=unary,1,a,b,c
grpc_server_msg_sent_total,grpc_method=GenerateInitBundle grpc_service=v1.ClusterInitService grpc_type=unary,1,a,b,c
grpc_server_msg_sent_total,grpc_method=GenerateNetworkPolicies grpc_service=v1.NetworkPolicyService grpc_type=unary,7,a,b,c
grpc_server_msg_sent_total,grpc_method=GenerateToken grpc_service=v1.APITokenService grpc_type=unary,69,a,b,c
grpc_server_msg_sent_total,grpc_method=Get grpc_service=v1.GRPCPreferencesService grpc_type=unary,2,a,b,c
grpc_server_msg_sent_total,grpc_method=GetAggregatedResults grpc_service=v1.ComplianceService grpc_type=unary,5,a,b,c
grpc_server_msg_sent_total,grpc_method=GetAlert grpc_service=v1.AlertService grpc_type=unary,36,a,b,c
grpc_server_msg_sent_total,grpc_method=GetAlertsGroup grpc_service=v1.AlertService grpc_type=unary,1,a,b,c
grpc_server_msg_sent_total,grpc_method=GetAuthProvider grpc_service=v1.AuthProviderService grpc_type=unary,2,a,b,c
grpc_server_msg_sent_total,grpc_method=GetAuthProviders grpc_service=v1.AuthProviderService grpc_type=unary,6,a,b,c
grpc_server_msg_sent_total,grpc_method=GetAuthStatus grpc_service=v1.AuthService grpc_type=unary,12,a,b,c
grpc_server_msg_sent_total,grpc_method=GetCertExpiry grpc_service=v1.CredentialExpiryService grpc_type=unary,2,a,b,c
grpc_server_msg_sent_total,grpc_method=GetCloudSource grpc_service=v1.CloudSourcesService grpc_type=unary,1,a,b,c
grpc_server_msg_sent_total,grpc_method=GetCluster grpc_service=v1.ClustersService grpc_type=unary,72,a,b,c
grpc_server_msg_sent_total,grpc_method=GetClusterDefaultValues grpc_service=v1.ClustersService grpc_type=unary,1,a,b,c
grpc_server_msg_sent_total,grpc_method=GetClusters grpc_service=v1.ClustersService grpc_type=unary,907,a,b,c
grpc_server_msg_sent_total,grpc_method=GetDeclarativeConfigHealths grpc_service=v1.DeclarativeConfigHealthService grpc_type=unary,84,a,b,c
grpc_server_msg_sent_total,grpc_method=GetDeployment grpc_service=v1.DeploymentService grpc_type=unary,138,a,b,c
grpc_server_msg_sent_total,grpc_method=GetDeploymentWithRisk grpc_service=v1.DeploymentService grpc_type=unary,37,a,b,c
grpc_server_msg_sent_total,grpc_method=GetGroup grpc_service=v1.GroupService grpc_type=unary,3,a,b,c
grpc_server_msg_sent_total,grpc_method=GetGroups grpc_service=v1.GroupService grpc_type=unary,13,a,b,c
grpc_server_msg_sent_total,grpc_method=GetImage grpc_service=v1.ImageService grpc_type=unary,41,a,b,c
grpc_server_msg_sent_total,grpc_method=GetImageIntegration grpc_service=v1.ImageIntegrationService grpc_type=unary,46,a,b,c
grpc_server_msg_sent_total,grpc_method=GetImageIntegrations grpc_service=v1.ImageIntegrationService grpc_type=unary,28,a,b,c
grpc_server_msg_sent_total,grpc_method=GetInitBundles grpc_service=v1.ClusterInitService grpc_type=unary,1,a,b,c
grpc_server_msg_sent_total,grpc_method=GetListeningEndpoints grpc_service=v1.ListeningEndpointsService grpc_type=unary,148,a,b,c
grpc_server_msg_sent_total,grpc_method=GetMetadata grpc_service=v1.MetadataService grpc_type=unary,4,a,b,c
grpc_server_msg_sent_total,grpc_method=GetNamespace grpc_service=v1.NamespaceService grpc_type=unary,4,a,b,c
grpc_server_msg_sent_total,grpc_method=GetNamespaces grpc_service=v1.NamespaceService grpc_type=unary,10,a,b,c
grpc_server_msg_sent_total,grpc_method=GetNetworkGraph grpc_service=v1.NetworkGraphService grpc_type=unary,40,a,b,c
grpc_server_msg_sent_total,grpc_method=GetNetworkGraph grpc_service=v1.NetworkPolicyService grpc_type=unary,9,a,b,c
grpc_server_msg_sent_total,grpc_method=GetNetworkPolicy grpc_service=v1.NetworkPolicyService grpc_type=unary,25,a,b,c
grpc_server_msg_sent_total,grpc_method=GetNotifiers grpc_service=v1.NotifierService grpc_type=unary,2,a,b,c
grpc_server_msg_sent_total,grpc_method=GetPolicy grpc_service=v1.PolicyService grpc_type=unary,123,a,b,c
grpc_server_msg_sent_total,grpc_method=GetProcessBaseline grpc_service=v1.ProcessBaselineService grpc_type=unary,32,a,b,c
grpc_server_msg_sent_total,grpc_method=GetProcessesByDeployment grpc_service=v1.ProcessService grpc_type=unary,38,a,b,c
grpc_server_msg_sent_total,grpc_method=GetResources grpc_service=v1.RoleService grpc_type=unary,4,a,b,c
grpc_server_msg_sent_total,grpc_method=GetRole grpc_service=v1.RbacService grpc_type=unary,141,a,b,c
grpc_server_msg_sent_total,grpc_method=GetRole grpc_service=v1.RoleService grpc_type=unary,59,a,b,c
grpc_server_msg_sent_total,grpc_method=GetRunResults grpc_service=v1.ComplianceService grpc_type=unary,20,a,b,c
grpc_server_msg_sent_total,grpc_method=GetRunStatuses grpc_service=v1.ComplianceManagementService grpc_type=unary,26,a,b,c
grpc_server_msg_sent_total,grpc_method=GetSecret grpc_service=v1.SecretService grpc_type=unary,22,a,b,c
grpc_server_msg_sent_total,grpc_method=GetServiceAccount grpc_service=v1.ServiceAccountService grpc_type=unary,63,a,b,c
grpc_server_msg_sent_total,grpc_method=GetSignatureIntegration grpc_service=v1.SignatureIntegrationService grpc_type=unary,6,a,b,c
grpc_server_msg_sent_total,grpc_method=GetStandard grpc_service=v1.ComplianceService grpc_type=unary,5,a,b,c
grpc_server_msg_sent_total,grpc_method=GetStandards grpc_service=v1.ComplianceService grpc_type=unary,2,a,b,c
grpc_server_msg_sent_total,grpc_method=GetSummaryCounts grpc_service=v1.SummaryService grpc_type=unary,4,a,b,c
grpc_server_msg_sent_total,grpc_method=GetUndoModification grpc_service=v1.NetworkPolicyService grpc_type=unary,5,a,b,c
grpc_server_msg_sent_total,grpc_method=GetVulnDefinitionsInfo grpc_service=v1.IntegrationHealthService grpc_type=unary,1,a,b,c
grpc_server_msg_sent_total,grpc_method=InvalidateScanAndRegistryCaches grpc_service=v1.ImageService grpc_type=unary,20,a,b,c
grpc_server_msg_sent_total,grpc_method=ListAlerts grpc_service=v1.AlertService grpc_type=unary,448,a,b,c
grpc_server_msg_sent_total,grpc_method=ListDeployments grpc_service=v1.DeploymentService grpc_type=unary,53,a,b,c
grpc_server_msg_sent_total,grpc_method=ListImages grpc_service=v1.ImageService grpc_type=unary,36,a,b,c
grpc_server_msg_sent_total,grpc_method=ListNodes grpc_service=v1.NodeService grpc_type=unary,4,a,b,c
grpc_server_msg_sent_total,grpc_method=ListPermissionSets grpc_service=v1.RoleService grpc_type=unary,5,a,b,c
grpc_server_msg_sent_total,grpc_method=ListPolicies grpc_service=v1.PolicyService grpc_type=unary,179,a,b,c
grpc_server_msg_sent_total,grpc_method=ListRoleBindings grpc_service=v1.RbacService grpc_type=unary,7,a,b,c
grpc_server_msg_sent_total,grpc_method=ListRoles grpc_service=v1.RbacService grpc_type=unary,6,a,b,c
grpc_server_msg_sent_total,grpc_method=ListSecrets grpc_service=v1.SecretService grpc_type=unary,6,a,b,c
grpc_server_msg_sent_total,grpc_method=ListServiceAccounts grpc_service=v1.ServiceAccountService grpc_type=unary,4,a,b,c
grpc_server_msg_sent_total,grpc_method=ListSimpleAccessScopes grpc_service=v1.RoleService grpc_type=unary,5,a,b,c
grpc_server_msg_sent_total,grpc_method=ListSubjects grpc_service=v1.RbacService grpc_type=unary,1,a,b,c
grpc_server_msg_sent_total,grpc_method=LockProcessBaselines grpc_service=v1.ProcessBaselineService grpc_type=unary,3,a,b,c
grpc_server_msg_sent_total,grpc_method=Options grpc_service=v1.SearchService grpc_type=unary,17,a,b,c
grpc_server_msg_sent_total,grpc_method=PatchPolicy grpc_service=v1.PolicyService grpc_type=unary,48,a,b,c
grpc_server_msg_sent_total,grpc_method=Ping grpc_service=v1.PingService grpc_type=unary,400,a,b,c
grpc_server_msg_sent_total,grpc_method=PostAuthProvider grpc_service=v1.AuthProviderService grpc_type=unary,4,a,b,c
grpc_server_msg_sent_total,grpc_method=PostCluster grpc_service=v1.ClustersService grpc_type=unary,4,a,b,c
grpc_server_msg_sent_total,grpc_method=PostImageIntegration grpc_service=v1.ImageIntegrationService grpc_type=unary,34,a,b,c
grpc_server_msg_sent_total,grpc_method=PostNotifier grpc_service=v1.NotifierService grpc_type=unary,11,a,b,c
grpc_server_msg_sent_total,grpc_method=PostPermissionSet grpc_service=v1.RoleService grpc_type=unary,31,a,b,c
grpc_server_msg_sent_total,grpc_method=PostPolicy grpc_service=v1.PolicyService grpc_type=unary,143,a,b,c
grpc_server_msg_sent_total,grpc_method=PostPolicyCategory grpc_service=v1.PolicyCategoryService grpc_type=unary,1,a,b,c
grpc_server_msg_sent_total,grpc_method=PostSignatureIntegration grpc_service=v1.SignatureIntegrationService grpc_type=unary,6,a,b,c
grpc_server_msg_sent_total,grpc_method=PostSimpleAccessScope grpc_service=v1.RoleService grpc_type=unary,5,a,b,c
grpc_server_msg_sent_total,grpc_method=PutCluster grpc_service=v1.ClustersService grpc_type=unary,41,a,b,c
grpc_server_msg_sent_total,grpc_method=PutPolicy grpc_service=v1.PolicyService grpc_type=unary,104,a,b,c
grpc_server_msg_sent_total,grpc_method=ReassessPolicies grpc_service=v1.PolicyService grpc_type=unary,1,a,b,c
grpc_server_msg_sent_total,grpc_method=ResolveAlert grpc_service=v1.AlertService grpc_type=unary,10,a,b,c
grpc_server_msg_sent_total,grpc_method=RevokeInitBundle grpc_service=v1.ClusterInitService grpc_type=unary,1,a,b,c
grpc_server_msg_sent_total,grpc_method=RevokeToken grpc_service=v1.APITokenService grpc_type=unary,13,a,b,c
grpc_server_msg_sent_total,grpc_method=ScanImage grpc_service=v1.ImageService grpc_type=unary,29,a,b,c
grpc_server_msg_sent_total,grpc_method=ScanImageInternal grpc_service=v1.ImageService grpc_type=unary,190,a,b,c
grpc_server_msg_sent_total,grpc_method=Search grpc_service=v1.SearchService grpc_type=unary,29,a,b,c
grpc_server_msg_sent_total,grpc_method=SendNetworkPolicyYAML grpc_service=v1.NetworkPolicyService grpc_type=unary,3,a,b,c
grpc_server_msg_sent_total,grpc_method=SimulateNetworkGraph grpc_service=v1.NetworkPolicyService grpc_type=unary,10,a,b,c
grpc_server_msg_sent_total,grpc_method=TLSChallenge grpc_service=v1.MetadataService grpc_type=unary,2,a,b,c
grpc_server_msg_sent_total,grpc_method=TestImageIntegration grpc_service=v1.ImageIntegrationService grpc_type=unary,33,a,b,c
grpc_server_msg_sent_total,grpc_method=TestNotifier grpc_service=v1.NotifierService grpc_type=unary,9,a,b,c
grpc_server_msg_sent_total,grpc_method=TriggerRuns grpc_service=v1.ComplianceManagementService grpc_type=unary,13,a,b,c
grpc_server_msg_sent_total,grpc_method=TriggerSensorCertRotation grpc_service=v1.SensorUpgradeService grpc_type=unary,1,a,b,c
grpc_server_msg_sent_total,grpc_method=UpdateProcessBaselines grpc_service=v1.ProcessBaselineService grpc_type=unary,2,a,b,c
grpc_server_msg_sent_total,grpc_method=UpgradeCheckInFromSensor grpc_service=central.SensorUpgradeControlService grpc_type=unary,2,a,b,c
grpc_server_msg_sent_total,grpc_method=UpgradeCheckInFromUpgrader grpc_service=central.SensorUpgradeControlService grpc_type=unary,9,a,b,c
grpc_server_started_total,grpc_method=ApplyNetworkPolicy grpc_service=v1.NetworkPolicyService grpc_type=unary,11,a,b,c
grpc_server_started_total,grpc_method=Autocomplete grpc_service=v1.SearchService grpc_type=unary,12,a,b,c
grpc_server_started_total,grpc_method=Communicate grpc_service=central.SensorService grpc_type=bidi_stream,2,a,b,c
grpc_server_started_total,grpc_method=CountAlerts grpc_service=v1.AlertService grpc_type=unary,3,a,b,c
grpc_server_started_total,grpc_method=CountDiscoveredClusters grpc_service=v1.DiscoveredClustersService grpc_type=unary,2,a,b,c
grpc_server_started_total,grpc_method=CreateCloudSource grpc_service=v1.CloudSourcesService grpc_type=unary,1,a,b,c
grpc_server_started_total,grpc_method=CreateGroup grpc_service=v1.GroupService grpc_type=unary,8,a,b,c
grpc_server_started_total,grpc_method=CreateRole grpc_service=v1.RoleService grpc_type=unary,34,a,b,c
grpc_server_started_total,grpc_method=DeleteAuthProvider grpc_service=v1.AuthProviderService grpc_type=unary,4,a,b,c
grpc_server_started_total,grpc_method=DeleteCloudSource grpc_service=v1.CloudSourcesService grpc_type=unary,1,a,b,c
grpc_server_started_total,grpc_method=DeleteCluster grpc_service=v1.ClustersService grpc_type=unary,3,a,b,c
grpc_server_started_total,grpc_method=DeleteGroup grpc_service=v1.GroupService grpc_type=unary,3,a,b,c
grpc_server_started_total,grpc_method=DeleteImageIntegration grpc_service=v1.ImageIntegrationService grpc_type=unary,46,a,b,c
grpc_server_started_total,grpc_method=DeleteImages grpc_service=v1.ImageService grpc_type=unary,23,a,b,c
grpc_server_started_total,grpc_method=DeleteNotifier grpc_service=v1.NotifierService grpc_type=unary,11,a,b,c
grpc_server_started_total,grpc_method=DeletePermissionSet grpc_service=v1.RoleService grpc_type=unary,31,a,b,c
grpc_server_started_total,grpc_method=DeletePolicy grpc_service=v1.PolicyService grpc_type=unary,143,a,b,c
grpc_server_started_total,grpc_method=DeletePolicyCategory grpc_service=v1.PolicyCategoryService grpc_type=unary,1,a,b,c
grpc_server_started_total,grpc_method=DeleteProcessBaselines grpc_service=v1.ProcessBaselineService grpc_type=unary,1,a,b,c
grpc_server_started_total,grpc_method=DeleteRole grpc_service=v1.RoleService grpc_type=unary,34,a,b,c
grpc_server_started_total,grpc_method=DeleteSignatureIntegration grpc_service=v1.SignatureIntegrationService grpc_type=unary,6,a,b,c
grpc_server_started_total,grpc_method=DeleteSimpleAccessScope grpc_service=v1.RoleService grpc_type=unary,16,a,b,c
grpc_server_started_total,grpc_method=DetectBuildTime grpc_service=v1.DetectionService grpc_type=unary,12,a,b,c
grpc_server_started_total,grpc_method=DetectDeployTimeFromYAML grpc_service=v1.DetectionService grpc_type=unary,3,a,b,c
grpc_server_started_total,grpc_method=DryRunPolicy grpc_service=v1.PolicyService grpc_type=unary,1,a,b,c
grpc_server_started_total,grpc_method=ExchangeToken grpc_service=v1.AuthProviderService grpc_type=unary,2,a,b,c
grpc_server_started_total,grpc_method=GenerateInitBundle grpc_service=v1.ClusterInitService grpc_type=unary,1,a,b,c
grpc_server_started_total,grpc_method=GenerateNetworkPolicies grpc_service=v1.NetworkPolicyService grpc_type=unary,7,a,b,c
grpc_server_started_total,grpc_method=GenerateToken grpc_service=v1.APITokenService grpc_type=unary,69,a,b,c
grpc_server_started_total,grpc_method=Get grpc_service=v1.GRPCPreferencesService grpc_type=unary,2,a,b,c
grpc_server_started_total,grpc_method=GetAggregatedResults grpc_service=v1.ComplianceService grpc_type=unary,5,a,b,c
grpc_server_started_total,grpc_method=GetAlert grpc_service=v1.AlertService grpc_type=unary,36,a,b,c
grpc_server_started_total,grpc_method=GetAlertsGroup grpc_service=v1.AlertService grpc_type=unary,1,a,b,c
grpc_server_started_total,grpc_method=GetAuthProvider grpc_service=v1.AuthProviderService grpc_type=unary,2,a,b,c
grpc_server_started_total,grpc_method=GetAuthProviders grpc_service=v1.AuthProviderService grpc_type=unary,6,a,b,c
grpc_server_started_total,grpc_method=GetAuthStatus grpc_service=v1.AuthService grpc_type=unary,23,a,b,c
grpc_server_started_total,grpc_method=GetCertExpiry grpc_service=v1.CredentialExpiryService grpc_type=unary,2,a,b,c
grpc_server_started_total,grpc_method=GetCloudSource grpc_service=v1.CloudSourcesService grpc_type=unary,2,a,b,c
grpc_server_started_total,grpc_method=GetCluster grpc_service=v1.ClustersService grpc_type=unary,72,a,b,c
grpc_server_started_total,grpc_method=GetClusterDefaultValues grpc_service=v1.ClustersService grpc_type=unary,1,a,b,c
grpc_server_started_total,grpc_method=GetClusters grpc_service=v1.ClustersService grpc_type=unary,909,a,b,c
grpc_server_started_total,grpc_method=GetDeclarativeConfigHealths grpc_service=v1.DeclarativeConfigHealthService grpc_type=unary,84,a,b,c
grpc_server_started_total,grpc_method=GetDeployment grpc_service=v1.DeploymentService grpc_type=unary,144,a,b,c
grpc_server_started_total,grpc_method=GetDeploymentWithRisk grpc_service=v1.DeploymentService grpc_type=unary,37,a,b,c
grpc_server_started_total,grpc_method=GetGroup grpc_service=v1.GroupService grpc_type=unary,6,a,b,c
grpc_server_started_total,grpc_method=GetGroups grpc_service=v1.GroupService grpc_type=unary,13,a,b,c
grpc_server_started_total,grpc_method=GetImage grpc_service=v1.ImageService grpc_type=unary,41,a,b,c
grpc_server_started_total,grpc_method=GetImageIntegration grpc_service=v1.ImageIntegrationService grpc_type=unary,87,a,b,c
grpc_server_started_total,grpc_method=GetImageIntegrations grpc_service=v1.ImageIntegrationService grpc_type=unary,28,a,b,c
grpc_server_started_total,grpc_method=GetInitBundles grpc_service=v1.ClusterInitService grpc_type=unary,1,a,b,c
grpc_server_started_total,grpc_method=GetListeningEndpoints grpc_service=v1.ListeningEndpointsService grpc_type=unary,148,a,b,c
grpc_server_started_total,grpc_method=GetMetadata grpc_service=v1.MetadataService grpc_type=unary,4,a,b,c
grpc_server_started_total,grpc_method=GetNamespace grpc_service=v1.NamespaceService grpc_type=unary,7,a,b,c
grpc_server_started_total,grpc_method=GetNamespaces grpc_service=v1.NamespaceService grpc_type=unary,10,a,b,c
grpc_server_started_total,grpc_method=GetNetworkGraph grpc_service=v1.NetworkGraphService grpc_type=unary,40,a,b,c
grpc_server_started_total,grpc_method=GetNetworkGraph grpc_service=v1.NetworkPolicyService grpc_type=unary,9,a,b,c
grpc_server_started_total,grpc_method=GetNetworkPolicy grpc_service=v1.NetworkPolicyService grpc_type=unary,44,a,b,c
grpc_server_started_total,grpc_method=GetNotifiers grpc_service=v1.NotifierService grpc_type=unary,2,a,b,c
grpc_server_started_total,grpc_method=GetPolicy grpc_service=v1.PolicyService grpc_type=unary,123,a,b,c
grpc_server_started_total,grpc_method=GetProcessBaseline grpc_service=v1.ProcessBaselineService grpc_type=unary,34,a,b,c
grpc_server_started_total,grpc_method=GetProcessesByDeployment grpc_service=v1.ProcessService grpc_type=unary,38,a,b,c
grpc_server_started_total,grpc_method=GetResources grpc_service=v1.RoleService grpc_type=unary,4,a,b,c
grpc_server_started_total,grpc_method=GetRole grpc_service=v1.RbacService grpc_type=unary,141,a,b,c
grpc_server_started_total,grpc_method=GetRole grpc_service=v1.RoleService grpc_type=unary,64,a,b,c
grpc_server_started_total,grpc_method=GetRunResults grpc_service=v1.ComplianceService grpc_type=unary,20,a,b,c
grpc_server_started_total,grpc_method=GetRunStatuses grpc_service=v1.ComplianceManagementService grpc_type=unary,26,a,b,c
grpc_server_started_total,grpc_method=GetSecret grpc_service=v1.SecretService grpc_type=unary,22,a,b,c
grpc_server_started_total,grpc_method=GetServiceAccount grpc_service=v1.ServiceAccountService grpc_type=unary,63,a,b,c
grpc_server_started_total,grpc_method=GetSignatureIntegration grpc_service=v1.SignatureIntegrationService grpc_type=unary,12,a,b,c
grpc_server_started_total,grpc_method=GetStandard grpc_service=v1.ComplianceService grpc_type=unary,5,a,b,c
grpc_server_started_total,grpc_method=GetStandards grpc_service=v1.ComplianceService grpc_type=unary,2,a,b,c
grpc_server_started_total,grpc_method=GetSummaryCounts grpc_service=v1.SummaryService grpc_type=unary,4,a,b,c
grpc_server_started_total,grpc_method=GetUndoModification grpc_service=v1.NetworkPolicyService grpc_type=unary,5,a,b,c
grpc_server_started_total,grpc_method=GetVulnDefinitionsInfo grpc_service=v1.IntegrationHealthService grpc_type=unary,1,a,b,c
grpc_server_started_total,grpc_method=InvalidateScanAndRegistryCaches grpc_service=v1.ImageService grpc_type=unary,20,a,b,c
grpc_server_started_total,grpc_method=ListAlerts grpc_service=v1.AlertService grpc_type=unary,448,a,b,c
grpc_server_started_total,grpc_method=ListDeployments grpc_service=v1.DeploymentService grpc_type=unary,53,a,b,c
grpc_server_started_total,grpc_method=ListImages grpc_service=v1.ImageService grpc_type=unary,36,a,b,c
grpc_server_started_total,grpc_method=ListNodes grpc_service=v1.NodeService grpc_type=unary,4,a,b,c
grpc_server_started_total,grpc_method=ListPermissionSets grpc_service=v1.RoleService grpc_type=unary,5,a,b,c
grpc_server_started_total,grpc_method=ListPolicies grpc_service=v1.PolicyService grpc_type=unary,179,a,b,c
grpc_server_started_total,grpc_method=ListRoleBindings grpc_service=v1.RbacService grpc_type=unary,7,a,b,c
grpc_server_started_total,grpc_method=ListRoles grpc_service=v1.RbacService grpc_type=unary,6,a,b,c
grpc_server_started_total,grpc_method=ListSecrets grpc_service=v1.SecretService grpc_type=unary,6,a,b,c
grpc_server_started_total,grpc_method=ListServiceAccounts grpc_service=v1.ServiceAccountService grpc_type=unary,4,a,b,c
grpc_server_started_total,grpc_method=ListSimpleAccessScopes grpc_service=v1.RoleService grpc_type=unary,5,a,b,c
grpc_server_started_total,grpc_method=ListSubjects grpc_service=v1.RbacService grpc_type=unary,1,a,b,c
grpc_server_started_total,grpc_method=LockProcessBaselines grpc_service=v1.ProcessBaselineService grpc_type=unary,3,a,b,c
grpc_server_started_total,grpc_method=Options grpc_service=v1.SearchService grpc_type=unary,17,a,b,c
grpc_server_started_total,grpc_method=PatchPolicy grpc_service=v1.PolicyService grpc_type=unary,48,a,b,c
grpc_server_started_total,grpc_method=Ping grpc_service=v1.PingService grpc_type=unary,400,a,b,c
grpc_server_started_total,grpc_method=PostAuthProvider grpc_service=v1.AuthProviderService grpc_type=unary,4,a,b,c
grpc_server_started_total,grpc_method=PostCluster grpc_service=v1.ClustersService grpc_type=unary,7,a,b,c
grpc_server_started_total,grpc_method=PostImageIntegration grpc_service=v1.ImageIntegrationService grpc_type=unary,34,a,b,c
grpc_server_started_total,grpc_method=PostNotifier grpc_service=v1.NotifierService grpc_type=unary,11,a,b,c
grpc_server_started_total,grpc_method=PostPermissionSet grpc_service=v1.RoleService grpc_type=unary,31,a,b,c
grpc_server_started_total,grpc_method=PostPolicy grpc_service=v1.PolicyService grpc_type=unary,148,a,b,c
grpc_server_started_total,grpc_method=PostPolicyCategory grpc_service=v1.PolicyCategoryService grpc_type=unary,1,a,b,c
grpc_server_started_total,grpc_method=PostSignatureIntegration grpc_service=v1.SignatureIntegrationService grpc_type=unary,6,a,b,c
grpc_server_started_total,grpc_method=PostSimpleAccessScope grpc_service=v1.RoleService grpc_type=unary,5,a,b,c
grpc_server_started_total,grpc_method=PutCluster grpc_service=v1.ClustersService grpc_type=unary,41,a,b,c
grpc_server_started_total,grpc_method=PutPolicy grpc_service=v1.PolicyService grpc_type=unary,104,a,b,c
grpc_server_started_total,grpc_method=ReassessPolicies grpc_service=v1.PolicyService grpc_type=unary,1,a,b,c
grpc_server_started_total,grpc_method=ResolveAlert grpc_service=v1.AlertService grpc_type=unary,10,a,b,c
grpc_server_started_total,grpc_method=RevokeInitBundle grpc_service=v1.ClusterInitService grpc_type=unary,1,a,b,c
grpc_server_started_total,grpc_method=RevokeToken grpc_service=v1.APITokenService grpc_type=unary,13,a,b,c
grpc_server_started_total,grpc_method=ScanImage grpc_service=v1.ImageService grpc_type=unary,29,a,b,c
grpc_server_started_total,grpc_method=ScanImageInternal grpc_service=v1.ImageService grpc_type=unary,192,a,b,c
grpc_server_started_total,grpc_method=Search grpc_service=v1.SearchService grpc_type=unary,29,a,b,c
grpc_server_started_total,grpc_method=SendNetworkPolicyYAML grpc_service=v1.NetworkPolicyService grpc_type=unary,3,a,b,c
grpc_server_started_total,grpc_method=SimulateNetworkGraph grpc_service=v1.NetworkPolicyService grpc_type=unary,10,a,b,c
grpc_server_started_total,grpc_method=TLSChallenge grpc_service=v1.MetadataService grpc_type=unary,2,a,b,c
grpc_server_started_total,grpc_method=TestImageIntegration grpc_service=v1.ImageIntegrationService grpc_type=unary,33,a,b,c
grpc_server_started_total,grpc_method=TestNotifier grpc_service=v1.NotifierService grpc_type=unary,13,a,b,c
grpc_server_started_total,grpc_method=TriggerRuns grpc_service=v1.ComplianceManagementService grpc_type=unary,13,a,b,c
grpc_server_started_total,grpc_method=TriggerSensorCertRotation grpc_service=v1.SensorUpgradeService grpc_type=unary,1,a,b,c
grpc_server_started_total,grpc_method=UpdateGroup grpc_service=v1.GroupService grpc_type=unary,2,a,b,c
grpc_server_started_total,grpc_method=UpdateProcessBaselines grpc_service=v1.ProcessBaselineService grpc_type=unary,2,a,b,c
grpc_server_started_total,grpc_method=UpgradeCheckInFromSensor grpc_service=central.SensorUpgradeControlService grpc_type=unary,3,a,b,c
grpc_server_started_total,grpc_method=UpgradeCheckInFromUpgrader grpc_service=central.SensorUpgradeControlService grpc_type=unary,9,a,b,c
http_incoming_in_flight_requests,path=/,0,a,b,c
http_incoming_in_flight_requests,path=/api/administration/usage/secured-units/csv,0,a,b,c
http_incoming_in_flight_requests,path=/api/cli/download/,0,a,b,c
http_incoming_in_flight_requests,path=/api/compliance/export/csv,0,a,b,c
http_incoming_in_flight_requests,path=/api/docs/swagger,0,a,b,c
http_incoming_in_flight_requests,path=/api/docs/v2/swagger,0,a,b,c
